"새주소","지번주소","좌표정보","좌표정보","테마코드","콘텐츠 코드","언어셋(KOR : 국문, ENG : 영문, JP : 일문, CHA : 중문-간체, CHB : 중문-번체)","콘텐츠 명","시도명(텍스트)","구명","동명","산지여부","주 번지","부 번지","기타주소","전화번호","상세정보 값 1","상세정보 값 2","상세정보 값 3","상세정보 값 4","상세정보 값 5","상세정보 값 6","상세정보 값 7","상세정보 값 8","상세정보 값 9","상세정보 값 10","상세정보 값 11","상세정보 값 12","상세정보 값 13","상세정보 값 14","상세정보 값 15","상세정보 값 16","상세정보 값 17","상세정보 값 18","상세정보 값 19","상세정보 값 20","상세정보 이름 1","상세정보 이름 2","상세정보 이름 3","상세정보 이름 4","상세정보 이름 5","상세정보 이름 6","상세정보 이름 7","상세정보 이름 8","상세정보 이름 9","상세정보 이름 10","상세정보 이름 11","상세정보 이름 12","상세정보 이름 13","상세정보 이름 14","상세정보 이름 15","상세정보 이름 16","상세정보 이름 17","상세정보 이름 18","상세정보 이름 19","상세정보 이름 20","좌표데이터","좌표 타입 (1:Point 3:Polyline 4:MultiPolyline 5:Polygon 6:MultiPolygon 8:multiPoint)","선 두께 1~10","테마 선 색상","키워드","등록일","수정일"
"서울특별시 강서구 우장산로 114","서울특별시 강서구 화곡동 1103-6","126.848448000","37.553166000","100008","WF111047","KOR","주차관리과","서울특별시","강서구","","","","","","","주차관리과  1층","공공기관","강서구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:33.0","2018-06-14 14:09:33.0"
"서울특별시 강서구 강서로45다길 71","서울특별시 강서구 화곡동 1019","126.835177000","37.544647000","100008","WF111048","KOR","푸른들청소년도서관","서울특별시","강서구","","","","","","","1층","문화시설","강서구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:33.0","2018-06-14 14:09:33.0"
"서울특별시 강서구 곰달래로57가길 26","서울특별시 강서구 화곡동 809-3","126.860703000","37.534552000","100008","WF111053","KOR","화곡4동 주민센터","서울특별시","강서구","","","","","","","1층","주민센터","강서구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:33.0","2018-06-14 14:09:33.0"
"서울특별시 강서구 화곡로 312","서울특별시 강서구 화곡동 980-1","126.850062000","37.551766000","100008","WF111057","KOR","화곡6동 주민센터","서울특별시","강서구","","","","","","","1층","주민센터","강서구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:33.0","2018-06-14 14:09:33.0"
"서울특별시 강서구 곰달래로25길 45","서울특별시 강서구 화곡동 341-4","126.848318000","37.532669000","100008","WF111058","KOR","화곡8동 주민센터","서울특별시","강서구","","","","","","","1층","주민센터","강서구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:33.0","2018-06-14 14:09:33.0"
"서울특별시 강서구 까치산로12길 14-7","서울특별시 강서구 화곡동 46-149","126.847564000","37.544246000","100008","WF111059","KOR","화곡본동 주민센터","서울특별시","강서구","","","","","","","1층","주민센터","강서구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:33.0","2018-06-14 14:09:33.0"
"서울특별시 광진구 구의강변로 84","서울특별시 광진구 구의동 546-2","127.093901500","37.537066900","100008","WF111060","KOR","강변역","서울특별시","광진구","","","","","","","광나루로56길 85 구의어린이공원 입구 CCTV(테크노마트 방향)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:21.0","2018-06-14 14:10:21.0"
"서울특별시 광진구 구의강변로 84","서울특별시 광진구 구의동 546-2","127.093894900","37.537047000","100008","WF111061","KOR","강변역","서울특별시","광진구","","","","","","","광나루로56길 85 구의어린이공원 입구 CCTV(세양아파트 방향)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:21.0","2018-06-14 14:10:21.0"
"서울특별시 광진구 능동로19길 23","서울특별시 광진구 화양동 111-110","127.072439400","37.547169700","100008","WF111062","KOR","건대주변","서울특별시","광진구","","","","","","","화양동  111-107 가로등","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:21.0","2018-06-14 14:10:21.0"
"서울특별시 광진구 아차산로21길 11","서울특별시 광진구 화양동 50-1","127.065017500","37.542424100","100008","WF111064","KOR","건대주변","서울특별시","광진구","","","","","","","동일로22길 13(방범CCTV) (주차장. 렌터가옆)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:21.0","2018-06-14 14:10:21.0"
"서울특별시 광진구 아차산로29길 44","서울특별시 광진구 화양동 8-60","127.069029600","37.542779400","100008","WF111065","KOR","건대주변","서울특별시","광진구","","","","","","","동일로24길 77(방범 CCTV) (서울부동산 옆)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:21.0","2018-06-14 14:10:21.0"
"서울특별시 광진구 능동로13길 15","서울특별시 광진구 화양동 11-1","127.070960600","37.542742500","100008","WF111066","KOR","건대주변","서울특별시","광진구","","","","","","","화양동  11-1 방범CCTV","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:21.0","2018-06-14 14:10:21.0"
"서울특별시 광진구 동일로20길 44","서울특별시 광진구 자양동 8-5","127.065914700","37.540873800","100008","WF111067","KOR","건대주변","서울특별시","광진구","","","","","","","자양동 13-1 방범CCTV","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:21.0","2018-06-14 14:10:21.0"
"서울특별시 광진구 능동로 216","서울특별시 광진구 능동 18","127.077478500","37.550785000","100008","WF111068","KOR","어린이대공원2","서울특별시","광진구","","","","","","","어린이대공원상상나라B1_05_직원탈의실옆복도","관광","SKT","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:21.0","2018-06-14 14:10:21.0"
"서울특별시 광진구 능동로 216","서울특별시 광진구 능동 18","127.079882200","37.548748700","100008","WF111072","KOR","어린이대공원2","서울특별시","광진구","","","","","","","어린이대공원야외음악당3F_01","관광","SKT","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:21.0","2018-06-14 14:10:21.0"
"서울특별시 광진구 아차산로31길 13","서울특별시 광진구 화양동 8-60","127.069507600","37.541658700","100008","WF111074","KOR","화양공원","서울특별시","광진구","","","","","","","아차산로31길 14(방범CCTV)(1)","공원","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:21.0","2018-06-14 14:10:21.0"
"서울특별시 노원구 노해로81길 12-4","서울특별시 노원구 상계동 606-13","127.062775200","37.655388100","100008","WF111076","KOR","노원문화의거리1","서울특별시","노원구","","","","","","","노원문화의거리-1","주요거리","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:22.0","2018-06-14 14:07:22.0"
"서울특별시 노원구 노해로 507","서울특별시 노원구 상계동 719-1","127.063935400","37.655175300","100008","WF111077","KOR","노원문화의거리1","서울특별시","노원구","","","","","","","노원문화의거리-2(큰집설렁탕)","주요거리","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:22.0","2018-06-14 14:07:22.0"
"서울특별시 노원구 노해로85길 10-2","서울특별시 노원구 상계동 324-3","127.065213300","37.655849300","100008","WF111079","KOR","노원문화의거리1","서울특별시","노원구","","","","","","","노원문화의거리-4","주요거리","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:22.0","2018-06-14 14:07:22.0"
"서울특별시 노원구 노해로 459","서울특별시 노원구 상계동 739","127.059402000","37.654146200","100008","WF111080","KOR","노원역사거리","서울특별시","노원구","","","","","","","노원역사거리-1(교보생명앞)","주요거리","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:22.0","2018-06-14 14:07:22.0"
"서울특별시 노원구 동일로 1401","서울특별시 노원구 상계동 736","127.060585800","37.653496000","100008","WF111081","KOR","노원역사거리","서울특별시","노원구","","","","","","","노원역사거리-2(6번출구)","주요거리","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:22.0","2018-06-14 14:07:22.0"
"서울특별시 노원구 노해로 494","서울특별시 노원구 상계동 724-3","127.063127900","37.654698500","100008","WF111083","KOR","노원역사거리","서울특별시","노원구","","","","","","","노원역사거리-4(전화국앞)","주요거리","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:22.0","2018-06-14 14:07:22.0"
"서울특별시 노원구 한글비석로 253","서울특별시 노원구 중계동 360-7","127.076533700","37.650450900","100008","WF111084","KOR","노원은행사거리","서울특별시","노원구","","","","","","","노원은행사거리-1","주요거리","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:22.0","2018-06-14 14:07:22.0"
"서울특별시 노원구 동일로 1229","서울특별시 노원구 중계동 507-3","127.065911800","37.638886500","100008","WF111086","KOR","중계근린공원 노원구민회관#1","서울특별시","노원구","","","","","","","중계근린공원 노원구민회관 주변 (CCTV망) - 1","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:22.0","2018-06-14 14:07:22.0"
"서울특별시 노원구 동일로 1229","서울특별시 노원구 중계동 507-3","127.066181700","37.639011800","100008","WF111087","KOR","중계근린공원 노원구민회관#2","서울특별시","노원구","","","","","","","중계근린공원 노원구민회관 주변 (CCTV망) - 2","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:22.0","2018-06-14 14:07:22.0"
